Id	Label	Location	Repository	Type
EDCPCM	"Royal College of Physicians, Edinburgh: MS Cursor Mundi, Northern Homily Cycle
            "	Edinburgh	Royal College of Physicians, Edinburgh	MS
EDCPAN	Royal College of Physicians, Edinburgh: Anonyma 2, Vol. V, Part II	Edinburgh	Royal College of Physicians, Edinburgh	MS
EDCPRS	Royal College of Physicians, Edinburgh: Ripley Scroll	Edinburgh	Royal College of Physicians, Edinburgh	MS
CopenRoy240	Royal Library, Copenhagen: Gl. kgl. S. 240	Copenhagen	Royal Library, Copenhagen	MS
CopenRoy248	"Royal Library, Copenhagen: Gl. kgl. S. 248 2o
            "	Copenhagen	Royal Library, Copenhagen	MS
CopenRoy1727	Royal Library, Copenhagen: Gl. kgl. S. 1727	Copenhagen	Royal Library, Copenhagen	MS
CopenRoy1748	Royal Library, Copenhagen: Gl. kgl. S. 1748 	Copenhagen	Royal Library, Copenhagen	MS
CopenRoy3500	"Royal Library, Copenhagen: Gl. kgl. S. 3500 8o
            "	Copenhagen	Royal Library, Copenhagen	MS
CopenRoy3503	Royal Library, Copenhagen: Gl. kgl. S. 3503	Copenhagen	Royal Library, Copenhagen	MS
CopenThott110	Royal Library, Copenhagen: Thott 110 4o (29264)	Copenhagen	Royal Library, Copenhagen	MS
CopenThott304	"Royal Library, Copenhagen: Thott 304 2o
            "	Copenhagen	Royal Library, Copenhagen	MS
CopenThott306	"Royal Library, Copenhagen: Thott 306 2o
            "	Copenhagen	Royal Library, Copenhagen	MS
StockhX90	Royal Library, Stockholm: X.90	Stockholm	Royal Library, Stockholm	MS
TokyoAsahata	S. Asahata: [olim Bute 13, Sotheby’s 13 June 1983]	Tokyo	S. Asahata	MS
Salisb82	Salisbury Cathedral Library: 82	Salisbury	Salisbury Cathedral Library	MS
Salisb103	Salisbury Cathedral Library: 103	Salisbury	Salisbury Cathedral Library	MS
Salisb126	Salisbury Cathedral Library: 126	Salisbury	Salisbury Cathedral Library	MS
Salisb152	Salisbury Cathedral Library: 152	Salisbury	Salisbury Cathedral Library	MS
SalisbHunCh	Salisbury Cathedral, Hungerford Chapel: 	Salisbury	Salisbury Cathedral, Hungerford Chapel	MS
Leningrad	Saltykov-Schedrin Library, Leningrad: O.v.XIV.1	Leningrad	Saltykov-Schedrin Library, Leningrad	MS
Schoyen194	Schøyen Collection: 194 [olim Penrose 12]	Oslo and London	Schøyen Collection	MS
Schoyen615	Schøyen Collection: 615	Oslo and London	Schøyen Collection	MS
Schoyen16772	"Schøyen Collection: 1677/2 [olim Phillipps (single leaf), sold Sotheby’s, London, 21-2 June
            1993, lot 49]"	Oslo and London	Schøyen Collection	MS
Schoyen689	"Schøyen Collection: 689 [olim Windsor, Beaumont College, sold Christie’s 28 June 1973, lot
            48]"	Oslo and London	Schøyen Collection	MS
SchoyenPP	"Schøyen Collection: [Piers Plowman fragment [olim Holloway, Old Vicarage, Wickhambrook,
            Suffolk, olim Hanna]"	Oslo and London	Schøyen Collection	MS
ESROGD5	Scottish Record Office: GD 5/26/48 (on deposit from Brechin Castle, Earl of Dalhousie)	Edinburgh	Scottish Record Office	MS
ESROGD112	Scottish Record Office: GD 112/71/9	Edinburgh	Scottish Record Office	MS
ESRORH13	Scottish Record Office: RH 13/35	Edinburgh	Scottish Record Office	MS
ShrewsS3	Shrewsbury School: 3	Shrewsbury	Shrewsbury School	MS
ShrewsS6	Shrewsbury School: 6	Shrewsbury	Shrewsbury School	MS
ShrewsSConf	"Shrewsbury School: 
               Confessio Amantis frag."	Shrewsbury	Shrewsbury School	MS
ShrewsLib16329	Shropshire Libraries, Local Studies Dept.: Deeds No. 16329 (rental roll) [olim Lilleshall Abbey]	Shrewsbury	Shropshire Libraries, Local Studies Dept.	MS
ShrewsRO3232	Shropshire Record Office: 3232/3 [a land grant, on deposit from Whitchurch Free Library]	Shrewsbury	Shropshire Record Office	MS
Edelstein	Sidney M. Edelstein: MS 	New York	Sidney M. Edelstein	MS
CamSidney37	Sidney Sussex College: 37	Cambridge UK	Sidney Sussex College	MS
CamSidney39	Sidney Sussex College: 39	Cambridge UK	Sidney Sussex College	MS
CamSidney55	Sidney Sussex College: 55	Cambridge UK	Sidney Sussex College	MS
CamSidney63	Sidney Sussex College: 63	Cambridge UK	Sidney Sussex College	MS
CamSidney74	Sidney Sussex College: 74	Cambridge UK	Sidney Sussex College	MS
CamSidney80	Sidney Sussex College: 80	Cambridge UK	Sidney Sussex College	MS
CamSidney99	Sidney Sussex College: 99	Cambridge UK	Sidney Sussex College	MS
SocAnt101	Society of Antiquaries: 101	London	Society of Antiquaries	MS
SocAnt134	Society of Antiquaries: 134	London	Society of Antiquaries	MS
SocAnt252	Society of Antiquaries: 252	London	Society of Antiquaries	MS
SocAnt288	Society of Antiquaries: 288	London	Society of Antiquaries	MS
SocAnt687	"Society of Antiquaries: 687 [olim Bright, Sotheby’s Sale, 1924, Lot 378; Hope Allen Addit. MS.
            VI]"	London	Society of Antiquaries	MS
Bridgewater	Somerset Records Office: MS D/B/bw 123 [olim Bridgewater, Corporation Muniments 123]	Taunton	Somerset Records Office	MS
SouthCL1597	Southampton Central Library/City Record Office: SC15/97	Southampton	Southampton Central Library/City Record Office	MS
Southwell7	Southwell Cathedral Library: 7	Southwell	Southwell Cathedral Library	MS
Spalding	Spalding Gentlemen’s Society: M.J.B.14 [olim Maurice Johnson No. LIV]	Spalding	Spalding Gentlemen’s Society	MS
StADA775	St Andrews University Library: DA775.A6.W9	St Andrews	St Andrews University Library	MS
StAPR2065A15	St Andrews University Library: PR2065.A15	St Andrews	St Andrews University Library	MS
StAPR2065R4	St Andrews University Library: PR2065.R4	St Andrews	St Andrews University Library	MS
StA38660	St Andrews University Library: MS 38660	St Andrews	St Andrews University Library	MS
CamStCat7	St Catherine’s College: 7	Cambridge UK	St Catherine’s College	MS
Ushaw10	St Cuthbert’s College: 10	Ushaw	St Cuthbert’s College	MS
Ushaw28	St Cuthbert’s College: 28	Ushaw	St Cuthbert’s College	MS
Ushaw50	St Cuthbert’s College: 50	Ushaw	St Cuthbert’s College	MS
StGeorgEII	St George’s Chapel, Windsor: E.I.I	Windsor	St George’s Chapel, Windsor	MS
CamStJohn15	St John’s College: A.15 (15)	Cambridge UK	St John’s College	MS
CamStJohn25	St John’s College: B.3 (25)	Cambridge UK	St John’s College	MS
CamStJohn28	St John’s College: B.6 (28)	Cambridge UK	St John’s College	MS
CamStJohn29	St John’s College: B.7 (29)	Cambridge UK	St John’s College	MS
CamStJohn31	St John’s College: B.9 (31)	Cambridge UK	St John’s College	MS
CamStJohn34	St John’s College: B.12 (34)	Cambridge UK	St John’s College	MS
CamStJohn37	St John’s College: B.15 (37)	Cambridge UK	St John’s College	MS
CamStJohn62	St John’s College: C.12 (62)	Cambridge UK	St John’s College	MS
CamStJohn71	St John’s College: C.21 (71)	Cambridge UK	St John’s College	MS
CamStJohn80	St John’s College: D.5 (80)	Cambridge UK	St John’s College	MS
CamStJohn111	St John’s College: E.8 (111)	Cambridge UK	St John’s College	MS
CamStJohn112	St John’s College: E.9 (112)	Cambridge UK	St John’s College	MS
CamStJohn127	St John’s College: E.24 (127)	Cambridge UK	St John’s College	MS
CamStJohn135	St John’s College: E.32 (135)	Cambridge UK	St John’s College	MS
CamStJohn137	St John’s College: E.34 (137)	Cambridge UK	St John’s College	MS
CamStJohn145	St John’s College: F.8 (145)	Cambridge UK	St John’s College	MS
CamStJohn159	St John’s College: F.22 (159)	Cambridge UK	St John’s College	MS
CamStJohn176	St John’s College: G.8 (176)	Cambridge UK	St John’s College	MS
CamStJohn179	St John’s College: G.11 (179)	Cambridge UK	St John’s College	MS
CamStJohn189	St John’s College: G.21 (189)	Cambridge UK	St John’s College	MS
CamStJohn191	St John’s College: G.23 (191)	Cambridge UK	St John’s College	MS
CamStJohn192	St John’s College: G.24 (192)	Cambridge UK	St John’s College	MS
CamStJohn193	St John’s College: G.25 (193)	Cambridge UK	St John’s College	MS
CamStJohn195	St John’s College: G.28 (195)	Cambridge UK	St John’s College	MS
CamStJohn196	St John’s College: G.29 (196)	Cambridge UK	St John’s College	MS
CamStJohn204	St John’s College: H.1 (204)	Cambridge UK	St John’s College	MS
CamStJohn208	St John’s College: H.5 (208)	Cambridge UK	St John’s College	MS
CamStJohn223	St John’s College: I.22 (223)	Cambridge UK	St John’s College	MS
CamStJohn233	St John’s College: K.30 (233)	Cambridge UK	St John’s College	MS
CamStJohn234	St John’s College: K.31 (234)	Cambridge UK	St John’s College	MS
CamStJohn235	St John’s College: L.1 (235)	Cambridge UK	St John’s College	MS
CamStJohn237	St John’s College: L.10 (237)	Cambridge UK	St John’s College	MS
CamStJohn255	St John’s College: S.19 (255)	Cambridge UK	St John’s College	MS
CamStJohn256	St John’s College: S.30 (256)	Cambridge UK	St John’s College	MS
CamStJohn259	St John’s College: S.54 (259)	Cambridge UK	St John’s College	MS
OxfStJohn6	St John’s College: 6	Cambridge UK	St John’s College	MS
OxfStJohn56	St John’s College: 56	Cambridge UK	St John’s College	MS
OxfStJohn57	St John’s College: 57	Cambridge UK	St John’s College	MS
OxfStJohn76	St John’s College: 76	Cambridge UK	St John’s College	MS
OxfStJohn94	St John’s College: 94	Cambridge UK	St John’s College	MS
OxfStJohn138	St John’s College: 138	Cambridge UK	St John’s College	MS
OxfStJohn173	St John’s College: 173	Cambridge UK	St John’s College	MS
OxfStJohn190	St John’s College: 190	Cambridge UK	St John’s College	MS
OxfStJohn209	St John’s College: 209	Cambridge UK	St John’s College	MS
OxfStJohn266	St John’s College: 266	Cambridge UK	St John’s College	MS
OxfStJohn340	St John’s College: 340 [olim Arch.A.50]	Cambridge UK	St John’s College	MS
StPauls9Dxix	St Paul’s Cathedral Library: MS 8 [formerly 9.D.xix]	London	St Paul’s Cathedral Library	MS
StPauls47G3	St Paul’s Cathedral Library: CSE0706.01 [formerly 47.G.3] (printed)	London	St Paul’s Cathedral Library	MS
BerlinTheol	Staatsbibl. Berlin: Theol. lat. fol 249	Berlin	Staatsbibl. Berlin	MS
BerlinPhill	Staatsbibl. Berlin: Phill. 1904	Berlin	Staatsbibl. Berlin	MS
Erfurt	Stadtbibl., Erfurt: Amplon Oct. 58	Erfurt	Stadtbibl., Erfurt	MS
StaffordRO	Staffordshire Record Office: Bagot D1721/3/186 [olim Deritend House]	Stafford	Staffordshire Record Office	MS
Stanbr3	Stanbrook Abbey (Callow End): 3	Stanbrook	Stanbrook Abbey (Callow End)	MS
MelSLV096G94	State Library of Victoria: *096/G94	Melbourne	State Library of Victoria	MS
StepAsh	"Steeple Ashton Vicarage: 
            
               Horae
        
            "	Steeple Ashton	Steeple Ashton Vicarage	MS
SanFlorXI57	Stiftsbibl.: XI 57	Sankt Florian	Stiftsbibl.	MS
Stonyh23	Stonyhurst College: 23	Stonyhurst	Stonyhurst College	MS
Stonyh30	Stonyhurst College: 30 (A.VI.23)	Stonyhurst	Stonyhurst College	MS
Stonyh43	Stonyhurst College: 43	Stonyhurst	Stonyhurst College	MS
Stonyh64	Stonyhurst College: 64	Stonyhurst	Stonyhurst College	MS
IpswichSRO	Suffolk Record Office: Ipswich Great Doomsday, Book VI	Ipswich	Suffolk Record Office	MS
TokyoTak4	Yale University, Beinecke Library, Takamiya Deposit: 4 [olim Phillipps 8820]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak6	Yale University, Beinecke Library, Takamiya Deposit: 6 [olim Helmingham Hall LJ. I. 10]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak12	Yale University, Beinecke Library, Takamiya Deposit: 12 [Dawsons of Pall Mall, Catalogue 103, item 3, 1970]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak15	Yale University, Beinecke Library, Takamiya Deposit: 15 [Sotheby’s, 10 Dec. 1969, Lot 43; acquired by Takamiya in 1976]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak17	Yale University, Beinecke Library, Takamiya Deposit: 17	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak18	Yale University, Beinecke Library, Takamiya Deposit: 18	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak22	Yale University, Beinecke Library, Takamiya Deposit: 22 [olim Sion College, Arc. L 40 2/E 23]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak23	Yale University, Beinecke Library, Takamiya Deposit: 23 [olim Sion College, Arc. L 40 2/E 76]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak24	Yale University, Beinecke Library, Takamiya Deposit: 24 [olim Chatsworth, Duke of Devonshire]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak29	Yale University, Beinecke Library, Takamiya Deposit: 29	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak30	"Yale University, Beinecke Library, Takamiya Deposit: 30 [olim John E. du Pont; olim John Hayward, sold Sotheby’s 11
               July 1966, lot 225]"	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak32	Yale University, Beinecke Library, Takamiya Deposit: 32 [olim Penrose 6; prior Delamere]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak33	Yale University, Beinecke Library, Takamiya Deposit: 33 [Christie’s, 8 November 1978, Lot 198]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak35	Yale University, Beinecke Library, Takamiya Deposit: 35 [Sotheby’s, 5 December, lot 40]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak40	"Yale University, Beinecke Library, Takamiya Deposit: 40 [olim Mostyn, olim Arthur Houghton 9; sold Christie’s, 14 June
               1979, lot 295]"	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak46	Yale University, Beinecke Library, Takamiya Deposit: 46	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak51	Yale University, Beinecke Library, Takamiya Deposit: 51 [Sotheby’s, 24 June 1980, lot 33]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak52	Yale University, Beinecke Library, Takamiya Deposit: 52	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak54	Yale University, Beinecke Library, Takamiya Deposit: 54 [olim Weld, sold Sotheby’s, lot 57, June 24, 1980]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak56	Yale University, Beinecke Library, Takamiya Deposit: 56	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak61	Yale University, Beinecke Library, Takamiya Deposit: 61 [Sotheby’s, 10 November 1952, olim Lawrence Witten]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak64	Yale University, Beinecke Library, Takamiya Deposit: 64 [olim Bradfer-Lawrence 7; olim J. P. R. Lyell]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak65	"Yale University, Beinecke Library, Takamiya Deposit: 65 [olim Goldschmidt Cat. 71, 1943, item 1, olim Greg, olim
               Bradfer-Lawrence 8, olim Huth 153]"	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak66	Yale University, Beinecke Library, Takamiya Deposit: 66 [olim Bradfer-Lawrence 10]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak67	"Yale University, Beinecke Library, Takamiya Deposit: 67 [olim Ingilby (Sotheby’s, 21 October 1920, lot 30); olim
               Bradfer-Lawrence 11]"	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak78	Yale University, Beinecke Library, Takamiya Deposit: 78 [Quaritch Sale Cat. 1088, Lot 88?]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak79	Yale University, Beinecke Library, Takamiya Deposit: 79 [olim Plimpton; olim Sotheby’s Sale 6 Dec. 1983, lot 20]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak94	Yale University, Beinecke Library, Takamiya Deposit: 94 [olim Astor, sold Sotheby’s 21 June 1988, lot 57]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak96	Yale University, Beinecke Library, Takamiya Deposit: 96 [olim Beeleigh Abbey (Foyle)]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak97	Yale University, Beinecke Library, Takamiya Deposit: 97 [olim Foyle’s sale at Christie’s, 11 July 2000, lot 76]	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TokyoTak98	"Yale University, Beinecke Library, Takamiya Deposit: 98 [olim Quaritch, Cat. 1270 (2000), item 55; prior Mertoun, Duke of
               Sutherland]"	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TakamiyaBible	"Yale University, Beinecke Library, Takamiya Deposit: 
               Biblia latina, Speier: Peter Drach, 1489. Goff B-587 [olim Quaritch;
               prior Ingilby, Ripley Castle, Harrowgate, Yorks.]"	New Haven	Yale University, Beinecke Library, Takamiya Deposit	MS
TCCFragment	Trinity College: MS Fragments, Box 2	Cambridge UK	Trinity College	MS
CamTCC43	Trinity College: B.1.45 (43)	Cambridge UK	Trinity College	MS
CamTCC61	Trinity College: B.2.18 (61)	Cambridge UK	Trinity College	MS
CamTCC108	Trinity College: B.3.29 (108)	Cambridge UK	Trinity College	MS
CamTCC181	Trinity College: B.15.39 (181)	Cambridge UK	Trinity College	MS
CamTCC223	Trinity College: B.10.12 (223)	Cambridge UK	Trinity College	MS
CamTCC257	Trinity College: B.11.18 (257)	Cambridge UK	Trinity College	MS
CamTCC263	Trinity College: B.11.24 (263)	Cambridge UK	Trinity College	MS
CamTCC305	Trinity College: B.14.19 (305)	Cambridge UK	Trinity College	MS
CamTCC322	Trinity College: B.14.38 (322)	Cambridge UK	Trinity College	MS
CamTCC323	Trinity College: B.14.39 (323)	Cambridge UK	Trinity College	MS
CamTCC335	Trinity College: B.14.52 (335)	Cambridge UK	Trinity College	MS
CamTCC353	Trinity College: B.15.17 (353)	Cambridge UK	Trinity College	MS
CamTCC365	Trinity College: B.15.30 (365)	Cambridge UK	Trinity College	MS
CamTCC366	Trinity College: B.15.31 (366)	Cambridge UK	Trinity College	MS
CamTCC367	Trinity College: B.15.32 (367)	Cambridge UK	Trinity College	MS
CamTCC370	Trinity College: B.15.35 (370)	Cambridge UK	Trinity College	MS
CamTCC376	Trinity College: B.15.40 (376)	Cambridge UK	Trinity College	MS
CamTCC394	Trinity College: B.16.31 (394)	Cambridge UK	Trinity College	MS
CamTCC432	Trinity College: R.1.15 (432)	Cambridge UK	Trinity College	MS
CamTCC1289	Trinity College: O.5.8 (1289)	Cambridge UK	Trinity College	MS
CamTCCB1631	Trinity College: B.16.31 (394)	Cambridge UK	Trinity College	MS
CamTCCB1641	Trinity College: B.16.41 (402)	Cambridge UK	Trinity College	MS
CamTCC536	Trinity College: R.2.36 (536)	Cambridge UK	Trinity College	MS
CamTCC559	Trinity College: R.2.59 (559)	Cambridge UK	Trinity College	MS
CamTCCR264	"Trinity College: R.2.64 (not in James) [olim W. Aldis Wright; olim Le Neve
            (Norroy)]"	Cambridge UK	Trinity College	MS
CamTCC581	Trinity College: R.3.2 (581)	Cambridge UK	Trinity College	MS
CamTCC582	Trinity College: R.3.3 (582)	Cambridge UK	Trinity College	MS
CamTCC588	Trinity College: R.3.8 (588)	Cambridge UK	Trinity College	MS
CamTCC593	Trinity College: R.3.13 (593)	Cambridge UK	Trinity College	MS
CamTCC594	Trinity College: R.3.14 (594)	Cambridge UK	Trinity College	MS
CamTCC595	Trinity College: R.3.15 (595)	Cambridge UK	Trinity College	MS
CamTCC597	Trinity College: R.3.17 (597)	Cambridge UK	Trinity College	MS
CamTCC599	Trinity College: R.3.19 (599)	Cambridge UK	Trinity College	MS
CamTCC600	Trinity College: R.3.20 (600)	Cambridge UK	Trinity College	MS
CamTCC601	Trinity College: R.3.21 (601)	Cambridge UK	Trinity College	MS
CamTCC602	Trinity College: R.3.22 (602)	Cambridge UK	Trinity College	MS
CamTCC603	Trinity College: R.3.23 (603)	Cambridge UK	Trinity College	MS
CamTCC605	Trinity College: R.3.25 (605)	Cambridge UK	Trinity College	MS
CamTCC652	Trinity College: R.4.20 (652)	Cambridge UK	Trinity College	MS
CamTCC655	Trinity College: R.4.26 (655)	Cambridge UK	Trinity College	MS
CamTCC759	Trinity College: R.7.23 (759)	Cambridge UK	Trinity College	MS
CamTCC899	Trinity College: R.14.26 (899)	Cambridge UK	Trinity College	MS
CamTCC902	Trinity College: R.14.29 (902)	Cambridge UK	Trinity College	MS
CamTCC905	Trinity College: R.14.32 (905)	Cambridge UK	Trinity College	MS
CamTCC910	Trinity College: R.14.38 (910)	Cambridge UK	Trinity College	MS
CamTCC911	Trinity College: R.14.39 (911)	Cambridge UK	Trinity College	MS
CamTCC913	Trinity College: R.14.41 (913)	Cambridge UK	Trinity College	MS
CamTCC915	Trinity College: R.14.44 (915)	Cambridge UK	Trinity College	MS
CamTCC916	Trinity College: R.14.45 (916)	Cambridge UK	Trinity College	MS
CamTCC921	Trinity College: R.14.51 (921)	Cambridge UK	Trinity College	MS
CamTCC925	Trinity College: R.14.56 (925)	Cambridge UK	Trinity College	MS
CamTCC1037	Trinity College: O.1.13 (1037)	Cambridge UK	Trinity College	MS
CamTCC1041	Trinity College: O.1.17 (1041)	Cambridge UK	Trinity College	MS
CamTCC1053	Trinity College: O.1.29 (1053)	Cambridge UK	Trinity College	MS
CamTCC1081	Trinity College: O.1.57(1081)	Cambridge UK	Trinity College	MS
CamTCC1105	Trinity College: O.2.1 (1105)	Cambridge UK	Trinity College	MS
CamTCC1109	Trinity College: O.2.5 (1109)	Cambridge UK	Trinity College	MS
CamTCC1117	Trinity College: O.2.13 (1117)	Cambridge UK	Trinity College	MS
CamTCC1119	Trinity College: O.2.15 (1119)	Cambridge UK	Trinity College	MS
CamTCC1120	Trinity College: O.2.16 (1120)	Cambridge UK	Trinity College	MS
CamTCC1137	Trinity College: O.2.33 (1137)	Cambridge UK	Trinity College	MS
CamTCC1144	Trinity College: O.2.40 (1144)	Cambridge UK	Trinity College	MS
CamTCC1149	Trinity College: O.2.45 (1149)	Cambridge UK	Trinity College	MS
CamTCC1157	Trinity College: O.2.53 (1157)	Cambridge UK	Trinity College	MS
CamTCC1174	Trinity College: O.3.2 (1174)	Cambridge UK	Trinity College	MS
CamTCC1184	Trinity College: O.3.12 (1184)	Cambridge UK	Trinity College	MS
CamTCC1209	Trinity College: O.3.37 (1209)	Cambridge UK	Trinity College	MS
CamTCC1212	Trinity College: O.3.40 (1212)	Cambridge UK	Trinity College	MS
CamTCC1230	Trinity College: O.3.58 (1230)	Cambridge UK	Trinity College	MS
CamTCC1269	Trinity College: O.4.39 (1269)	Cambridge UK	Trinity College	MS
CamTCC1283	Trinity College: O.5.2 (1283)	Cambridge UK	Trinity College	MS
CamTCC1287	Trinity College: O.5.6 (1287)	Cambridge UK	Trinity College	MS
CamTCC1312	Trinity College: O.5.31 (1312)	Cambridge UK	Trinity College	MS
CamTCC1359	Trinity College: O.7.31 (1359)	Cambridge UK	Trinity College	MS
CamTCC1413	Trinity College: O.9.1 (1413)	Cambridge UK	Trinity College	MS
CamTCC1421	Trinity College: O.9.9 (1421)	Cambridge UK	Trinity College	MS
CamTCC1434	Trinity College: O.9.22 (1434)	Cambridge UK	Trinity College	MS
CamTCC1438	Trinity College: O.9.26 (1438)	Cambridge UK	Trinity College	MS
CamTCC1440	Trinity College: O.9.28 (1440)	Cambridge UK	Trinity College	MS
CamTCC1450	Trinity College: O.9.38 (1450)	Cambridge UK	Trinity College	MS
CamTCC1473	Trinity College: O.10.21 (1473)	Cambridge UK	Trinity College	MS
CamTCC1486	Trinity College: O.10.34 (1486)	Cambridge UK	Trinity College	MS
CamTCCVI182	Trinity College: VI.18.2 [copy of ] 	Cambridge UK	Trinity College	MS
CamTCCParis1525	Trinity College: printed Michaelis Menoti Sermones Quadragesimales, Paris 1525	Cambridge UK	Trinity College	MS
OxfTri7	Trinity College: 7	Cambridge UK	Trinity College	MS
OxfTri15	Trinity College: 15	Cambridge UK	Trinity College	MS
OxfTri16A	Trinity College: 16A	Cambridge UK	Trinity College	MS
OxfTri16B	Trinity College: 16B	Cambridge UK	Trinity College	MS
OxfTri21	Trinity College: 21	Cambridge UK	Trinity College	MS
OxfTri29	Trinity College: 29	Cambridge UK	Trinity College	MS
OxfTri38	Trinity College: 38	Cambridge UK	Trinity College	MS
OxfTri42	Trinity College: 42	Cambridge UK	Trinity College	MS
OxfTri49	Trinity College: 49	Cambridge UK	Trinity College	MS
OxfTri57	Trinity College: 57	Cambridge UK	Trinity College	MS
TCD67	Trinity College, Dublin: 67	Dublin	Trinity College, Dublin	MS
TCD69	Trinity College, Dublin: 69	Dublin	Trinity College, Dublin	MS
TCD70	Trinity College, Dublin: 70	Dublin	Trinity College, Dublin	MS
TCD76	Trinity College, Dublin: 76	Dublin	Trinity College, Dublin	MS
TCD83	Trinity College, Dublin: 83	Dublin	Trinity College, Dublin	MS
TCD97	Trinity College, Dublin: 97	Dublin	Trinity College, Dublin	MS
TCD155	Trinity College, Dublin: 155	Dublin	Trinity College, Dublin	MS
TCD156	Trinity College, Dublin: 156	Dublin	Trinity College, Dublin	MS
TCD157	Trinity College, Dublin: 157	Dublin	Trinity College, Dublin	MS
TCD158	Trinity College, Dublin: 158	Dublin	Trinity College, Dublin	MS
TCD159	Trinity College, Dublin: 159	Dublin	Trinity College, Dublin	MS
TCD160	Trinity College, Dublin: 160	Dublin	Trinity College, Dublin	MS
TCD174	Trinity College, Dublin: 174	Dublin	Trinity College, Dublin	MS
TCD211	Trinity College, Dublin: 211	Dublin	Trinity College, Dublin	MS
TCD212	Trinity College, Dublin: 212	Dublin	Trinity College, Dublin	MS
TCD213	Trinity College, Dublin: 213	Dublin	Trinity College, Dublin	MS
TCD214	Trinity College, Dublin: 214	Dublin	Trinity College, Dublin	MS
TCD223	Trinity College, Dublin: 223	Dublin	Trinity College, Dublin	MS
TCD243	Trinity College, Dublin: 243	Dublin	Trinity College, Dublin	MS
TCD270	Trinity College, Dublin: 270	Dublin	Trinity College, Dublin	MS
TCD277	Trinity College, Dublin: 277	Dublin	Trinity College, Dublin	MS
TCD301	Trinity College, Dublin: 301	Dublin	Trinity College, Dublin	MS
TCD312	Trinity College, Dublin: 312	Dublin	Trinity College, Dublin	MS
TCD313	Trinity College, Dublin: 313	Dublin	Trinity College, Dublin	MS
TCD317	Trinity College, Dublin: 317	Dublin	Trinity College, Dublin	MS
TCD319	Trinity College, Dublin: 319	Dublin	Trinity College, Dublin	MS
TCD340	Trinity College, Dublin: 340	Dublin	Trinity College, Dublin	MS
TCD347	Trinity College, Dublin: 347	Dublin	Trinity College, Dublin	MS
TCD351	Trinity College, Dublin: 351	Dublin	Trinity College, Dublin	MS
TCD389	Trinity College, Dublin: 389	Dublin	Trinity College, Dublin	MS
TCD423	Trinity College, Dublin: 423	Dublin	Trinity College, Dublin	MS
TCD432	Trinity College, Dublin: 432	Dublin	Trinity College, Dublin	MS
TCD490	Trinity College, Dublin: 490	Dublin	Trinity College, Dublin	MS
TCD500	Trinity College, Dublin: 500	Dublin	Trinity College, Dublin	MS
TCD509	Trinity College, Dublin: 509	Dublin	Trinity College, Dublin	MS
TCD516	Trinity College, Dublin: 516	Dublin	Trinity College, Dublin	MS
TCD517	Trinity College, Dublin: 517	Dublin	Trinity College, Dublin	MS
TCD519	Trinity College, Dublin: 519	Dublin	Trinity College, Dublin	MS
TCD537	Trinity College, Dublin: 537	Dublin	Trinity College, Dublin	MS
TCD641	Trinity College, Dublin: 641	Dublin	Trinity College, Dublin	MS
TCD652	Trinity College, Dublin: 652	Dublin	Trinity College, Dublin	MS
