Id	Label	Location	Repository	Type
AbeSeis2	Aberdeen City Archives: Minute Book of Seisins ii	Aberdeen	Aberdeen City Archives	MS
AbeSeis3	Aberdeen City Archives: Minute Book of Seisins iii	Aberdeen	Aberdeen City Archives	MS
AbeSas1	Aberdeen Town House: City Charter Room Sasine Register, 1.774	Aberdeen	Aberdeen Town House	MS
AbeUL21	Aberdeen University Library: 21	Aberdeen	Aberdeen University Library	MS
AbeUL123	Aberdeen University Library: 123	Aberdeen	Aberdeen University Library	MS
AbeUL154	Aberdeen University Library: 154	Aberdeen	Aberdeen University Library	MS
AbeUL223	Aberdeen University Library: 223	Aberdeen	Aberdeen University Library	MS
AbeUL258	Aberdeen University Library: 258	Aberdeen	Aberdeen University Library	MS
BristolAS2	All Saints Church, Bristol: MS 2	Bristol	All Saints Church, Bristol	MS
OxfAllS17	All Souls College: 17	Oxford	All Souls College	MS
OxfAllS33	All Souls College: 33	Oxford	All Souls College	MS
OxfAllS39	All Souls College: 39	Oxford	All Souls College	MS
OxfAllS103	All Souls College: 103	Oxford	All Souls College	MS
OxfAllS121	All Souls College: 121	Oxford	All Souls College	MS
ArmaghReg	Armagh Diocesan Registry: Bishop John Swayne’s Register	Armagh	Armagh Diocesan Registry	MS
BristolAvon	Avon County Library: MS 10	Bristol	Avon County Library	MS
OxfBal8	Balliol College: 8	Oxford	Balliol College	MS
OxfBal149	Balliol College: 149	Oxford	Balliol College	MS
OxfBal189	Balliol College: 189	Oxford	Balliol College	MS
OxfBal219	Balliol College: 219	Oxford	Balliol College	MS
OxfBal220	Balliol College: 220	Oxford	Balliol College	MS
OxfBal227	Balliol College: 227	Oxford	Balliol College	MS
OxfBal228	Balliol College: 228	Oxford	Balliol College	MS
OxfBal230	Balliol College: 230	Oxford	Balliol College	MS
OxfBal238	Balliol College: 238	Oxford	Balliol College	MS
OxfBal239	Balliol College: 239	Oxford	Balliol College	MS
OxfBal316A	Balliol College: 316A	Oxford	Balliol College	MS
OxfBal316B	Balliol College: 316B	Oxford	Balliol College	MS
OxfBal329	Balliol College: 329	Oxford	Balliol College	MS
OxfBal353	Balliol College: 353	Oxford	Balliol College	MS
OxfBal354	Balliol College: 354	Oxford	Balliol College	MS
OxBal695h6	Balliol College: 695 h 6 (printed) [formerly 575.g.6]	Oxford	Balliol College	MS
Basel	Basel University Library: B.VIII.4	Basel	Basel University Library	MS
Beaumont9	Beaumont College: 9	Windsor	Beaumont College	MS
NapXIIIB29	Bibl. Nazionale, Naples: XIII.B.29	Naples	Bibl. Nazionale, Naples	MS
Grenoble873	Bibl. municipale, Grenoble: 873	Grenoble	Bibl. municipale, Grenoble	MS
Vercelli	Biblioteca Capitolare: MS CCXXV	Vercelli	Biblioteca Capitolare	MS
Mazar469	Bibliothèque Mazarine: 469	Paris	Bibliothèque Mazarine	MS
Mazar514	Bibliothèque Mazarine: 514	Paris	Bibliothèque Mazarine	MS
Mazar1716	Bibliothèque Mazarine: 1716	Paris	Bibliothèque Mazarine	MS
BNangl39	Bibliothèque Nationale: angl. 39	Paris	Bibliothèque Nationale	MS
BNangl41	Bibliothèque Nationale: angl. 41	Paris	Bibliothèque Nationale	MS
BNfr1830	Bibliothèque Nationale: fr. 1830	Paris	Bibliothèque Nationale	MS
BNfr7011	Bibliothèque Nationale: fr. 7011	Paris	Bibliothèque Nationale	MS
BNfr12154	Bibliothèque Nationale: fr. 12154	Paris	Bibliothèque Nationale	MS
BNfr13342	Bibliothèque Nationale: fr. 13342	Paris	Bibliothèque Nationale	MS
BNfr25458	Bibliothèque Nationale: fr. 25458	Paris	Bibliothèque Nationale	MS
BNlat3638	Bibliothèque Nationale: lat. 3638	Paris	Bibliothèque Nationale	MS
BNnalat693	Bibliothèque Nationale: n.a. lat. 693	Paris	Bibliothèque Nationale	MS
BrusselsIV231	Bibliothèque Royale, Belgium: IV.231 [Horae Sarum]	Brussels	Bibliothèque Royale, Belgium	MS
Brussels2054	Bibliothèque Royale, Belgium: 2054	Brussels	Bibliothèque Royale, Belgium	MS
Brussels4628	Bibliothèque Royale, Belgium: 7396 (Van den Gheyn Cat. 4628)	Brussels	Bibliothèque Royale, Belgium	MS
SteGene3390	Bibliothèque Ste Geneviève: 3390	Paris	Bibliothèque Ste Geneviève	MS
ArrBM184	Bibliothèque municipale, Arras: 184 (254)	Arras	Bibliothèque municipale, Arras	MS
Blackburn	Blackburn, Museum and Art Gallery: MS 091.21040 [olim Petworth 3]	Blackburn	Blackburn, Museum and Art Gallery	MS
Bod80G40Med	Bodleian Library: 80.G.40.Med [now with Eng. poet. e.94]	Oxford	Bodleian Library	MS
BodAddA11	Bodleian Library: Addit. A.11 (SC 28746)	Oxford	Bodleian Library	MS
BodAddA60	Bodleian Library: Addit. A.60 (SC 30161)	Oxford	Bodleian Library	MS
BodAddA106	Bodleian Library: Addit. A.106 (SC 29003)	Oxford	Bodleian Library	MS
BodAddA268	Bodleian Library: Addit. A.268 (SC 29387)	Oxford	Bodleian Library	MS
BodAddA369	Bodleian Library: Addit. A.369 (SC 29620) [olim Colchester]	Oxford	Bodleian Library	MS
BodAddB60	Bodleian Library: Addit. B.60 (SC 29179)	Oxford	Bodleian Library	MS
BodAddB66	Bodleian Library: Addit. B.66 (SC 29273)	Oxford	Bodleian Library	MS
BodAddB107	Bodleian Library: Addit. B.107 (SC 29560)	Oxford	Bodleian Library	MS
BodAddC38	Bodleian Library: Addit. C.38 (SC 30236)	Oxford	Bodleian Library	MS
BodAddC220	Bodleian Library: Addit. C.220 (SC 29430)	Oxford	Bodleian Library	MS
BodAddC280	Bodleian Library: Addit. C.280 (SC 29572)	Oxford	Bodleian Library	MS
BodAddC287	Bodleian Library: Addit. C.287 (SC 29640)	Oxford	Bodleian Library	MS
BodAddE4	Bodleian Library: Addit. E.4 (SC 29110)	Oxford	Bodleian Library	MS
BodAddE6	Bodleian Library: Addit. E.6 (SC 30314)	Oxford	Bodleian Library	MS
BodAddE7	Bodleian Library: Addit. E.7 (SC 29284)	Oxford	Bodleian Library	MS
BodArchDd1	Bodleian Library: Arch. Dd.1 (SC 31502) [photographic facsimile (1893) of ]	Oxford	Bodleian Library	MS
BodArchGe35	Bodleian Library: Arch. G.e 35	Oxford	Bodleian Library	MS
BodArchGg39	Bodleian Library: Arch. Gg.39 [Gough Missale 173]	Oxford	Bodleian Library	MS
BodArcSelB8	Bodleian Library: Arch. Selden B. 8 (SC 3338)	Oxford	Bodleian Library	MS
BodArcSelB10	Bodleian Library: Arch. Selden B. 10 (SC 3356)	Oxford	Bodleian Library	MS
BodArcSelB11	Bodleian Library: Arch. Selden B. 11 (SC 3357)	Oxford	Bodleian Library	MS
BodArcSelB14	Bodleian Library: Arch. Selden B. 14 (SC 3360)	Oxford	Bodleian Library	MS
BodArcSelB24	Bodleian Library: Arch. Selden B. 24 (SC 3354)	Oxford	Bodleian Library	MS
BodArcSelB26	Bodleian Library: Arch. Selden B. 26 (SC 3340)	Oxford	Bodleian Library	MS
BodArcSelC813	Bodleian Library: Arch. Selden C. 813	Oxford	Bodleian Library	MS
BodSelSup23	Bodleian Library: Selden Supra 23 (SC 3411)	Oxford	Bodleian Library	MS
BodSelSup52	Bodleian Library: Selden Supra 52 (SC 3440)	Oxford	Bodleian Library	MS
BodSelSup53	Bodleian Library: Selden Supra 53 (SC 3441)	Oxford	Bodleian Library	MS
BodSelSup56	Bodleian Library: Selden Supra 56 (SC 3444)	Oxford	Bodleian Library	MS
BodSelSup73	Bodleian Library: Selden Supra 73 (SC 3461)	Oxford	Bodleian Library	MS
BodSelSup74	Bodleian Library: Selden Supra 74 (SC 3462)	Oxford	Bodleian Library	MS
BodArcSelSup90	Bodleian Library: Selden Supra 90 (SC 3478)	Oxford	Bodleian Library	MS
BodSelSup102	Bodleian Library: Selden Supra 102 (SC 3490b) [Ker Pastedowns 1744, Lewis & McIntosh MV84]	Oxford	Bodleian Library	MS
BodAsh8	Bodleian Library: Ashmole 8 (SC 8465A)	Oxford	Bodleian Library	MS
BodAsh33	Bodleian Library: Ashmole 33 (SC 25166)	Oxford	Bodleian Library	MS
BodAsh34	Bodleian Library: Ashmole 34 (SC 6915)	Oxford	Bodleian Library	MS
BodAsh35	Bodleian Library: Ashmole 35 (SC 6916)	Oxford	Bodleian Library	MS
BodAsh39	Bodleian Library: Ashmole 39 (SC 6919)	Oxford	Bodleian Library	MS
BodAsh40	Bodleian Library: Ashmole 40 (SC 6920)	Oxford	Bodleian Library	MS
BodAsh41	Bodleian Library: Ashmole 41 (SC 6921)	Oxford	Bodleian Library	MS
BodAsh42	Bodleian Library: Ashmole 42 (SC 6923)	Oxford	Bodleian Library	MS
BodAsh43	Bodleian Library: Ashmole 43 (SC 6924)	Oxford	Bodleian Library	MS
BodAsh44	Bodleian Library: Ashmole 44 (SC 6925)	Oxford	Bodleian Library	MS
BodAsh45I	Bodleian Library: Ashmole 45, Part I (SC 6926)	Oxford	Bodleian Library	MS
BodAsh45II	Bodleian Library: Ashmole 45, Part II (SC 6927)	Oxford	Bodleian Library	MS
BodAsh45III	Bodleian Library: Ashmole 45, Part III (SC 6928)	Oxford	Bodleian Library	MS
BodAsh46	Bodleian Library: Ashmole 46 (SC 6930)	Oxford	Bodleian Library	MS
BodAsh48	Bodleian Library: Ashmole 48 (SC 6933)	Oxford	Bodleian Library	MS
BodAsh50	Bodleian Library: Ashmole 50 (SC 6935)	Oxford	Bodleian Library	MS
BodAsh52	Bodleian Library: Ashmole 52 (SC 6936)	Oxford	Bodleian Library	MS
BodAsh53	Bodleian Library: Ashmole 53 (SC 6937)	Oxford	Bodleian Library	MS
BodAsh57	Bodleian Library: Ashmole 57 (SC 6938)	Oxford	Bodleian Library	MS
BodAsh59	Bodleian Library: Ashmole 59 (SC 6943)	Oxford	Bodleian Library	MS
BodAsh60	Bodleian Library: Ashmole 60 (SC 6922)	Oxford	Bodleian Library	MS
BodAsh61	Bodleian Library: Ashmole 61 (SC 6922*)	Oxford	Bodleian Library	MS
BodAsh176	Bodleian Library: Ashmole 176 (SC 6659)	Oxford	Bodleian Library	MS
BodAsh189	Bodleian Library: Ashmole 189 (SC 6777)	Oxford	Bodleian Library	MS
BodAsh191	Bodleian Library: Ashmole 191 (SC 6667)	Oxford	Bodleian Library	MS
BodAsh191IV	Bodleian Library: Ashmole 191, Part IV (SC 6668)	Oxford	Bodleian Library	MS
BodAsh210	Bodleian Library: Ashmole 210 (SC 6795)	Oxford	Bodleian Library	MS
BodAsh241	Bodleian Library: Ashmole 241	Oxford	Bodleian Library	MS
BodAsh337	Bodleian Library: Ashmole 337 (SC 6683)	Oxford	Bodleian Library	MS
BodAsh343IX	Bodleian Library: Ashmole 343, Part IX (SC 6795)	Oxford	Bodleian Library	MS
BodAsh349I	Bodleian Library: Ashmole 349, Part I (SC 6704)	Oxford	Bodleian Library	MS
BodAsh360I	Bodleian Library: Ashmole 360, Part I (no SC number)	Oxford	Bodleian Library	MS
BodAsh360VII	Bodleian Library: Ashmole 360, Part VII (no SC number)	Oxford	Bodleian Library	MS
BodAsh391II	Bodleian Library: Ashmole 391, Part II (SC 6873)	Oxford	Bodleian Library	MS
BodAsh391II5	Bodleian Library: Ashmole 391, Part II.5 (SC 6733)	Oxford	Bodleian Library	MS
BodAsh750	Bodleian Library: Ashmole 750 (SC 6621)	Oxford	Bodleian Library	MS
BodAsh751	Bodleian Library: Ashmole 751 (SC 8193)	Oxford	Bodleian Library	MS
BodAsh754	Bodleian Library: Ashmole 754 (SC 6953)	Oxford	Bodleian Library	MS
BodAsh759	Bodleian Library: Ashmole 759 (SC 6954)	Oxford	Bodleian Library	MS
BodAsh781	Bodleian Library: Ashmole 781 (SC 8113)	Oxford	Bodleian Library	MS
BodAsh970	Bodleian Library: Ashmole 970 (SC 6616)	Oxford	Bodleian Library	MS
BodAsh1113	Bodleian Library: Ashmole 1113 (SC 7391)	Oxford	Bodleian Library	MS
BodAsh1146	Bodleian Library: Ashmole 1146 (SC 8212)	Oxford	Bodleian Library	MS
BodAsh1152	Bodleian Library: Ashmole 1152 (SC 7861)	Oxford	Bodleian Library	MS
BodAsh1280	Bodleian Library: Ashmole 1280 (SC 8216)	Oxford	Bodleian Library	MS
BodAsh1285	Bodleian Library: Ashmole 1285 (SC 8221)	Oxford	Bodleian Library	MS
BodAsh1378	Bodleian Library: Ashmole 1378, Parts II, III (SC 7798)	Oxford	Bodleian Library	MS
BodAsh1379	Bodleian Library: Ashmole 1379 (SC 7683)	Oxford	Bodleian Library	MS
BodAsh1382	Bodleian Library: Ashmole 1382, Part II (SC 7577)	Oxford	Bodleian Library	MS
BodAsh1386	Bodleian Library: Ashmole 1386 (SC 8258)	Oxford	Bodleian Library	MS
BodAsh1393	Bodleian Library: Ashmole 1393 (SC 7589)	Oxford	Bodleian Library	MS
BodAsh1394XIiii	Bodleian Library: Ashmole 1394, Part XI.iii (SC 7596)	Oxford	Bodleian Library	MS
BodAsh1397	Bodleian Library: Ashmole 1397 (SC 7760)	Oxford	Bodleian Library	MS
BodAsh1404	Bodleian Library: Ashmole 1404	Oxford	Bodleian Library	MS
BodAsh1416	Bodleian Library: Ashmole 1416 (SC 7611)	Oxford	Bodleian Library	MS
BodAsh1418	Bodleian Library: Ashmole 1418 (SC 7613)	Oxford	Bodleian Library	MS
BodAsh1438	Bodleian Library: Ashmole 1438, Parts II, III (SC 7707)	Oxford	Bodleian Library	MS
BodAsh1441	Bodleian Library: Ashmole 1441 (SC 7624)	Oxford	Bodleian Library	MS
BodAsh1442	Bodleian Library: Ashmole 1442, Part VI (SC 7625)	Oxford	Bodleian Library	MS
BodAsh1444	Bodleian Library: Ashmole 1444, Part III (SC 7778)	Oxford	Bodleian Library	MS
BodAsh1445	Bodleian Library: Ashmole 1445 (SC 7630)	Oxford	Bodleian Library	MS
BodAsh1448	Bodleian Library: Ashmole 1448 (SC 7627)	Oxford	Bodleian Library	MS
BodAsh1449	Bodleian Library: Ashmole 1449 (SC 7554)	Oxford	Bodleian Library	MS
BodAsh1450	Bodleian Library: Ashmole 1450, Part VII (SC 7628)	Oxford	Bodleian Library	MS
BodAsh1451	Bodleian Library: Ashmole 1451 (SC 8343)	Oxford	Bodleian Library	MS
BodAsh1464	Bodleian Library: Ashmole 1464 (SC 7635)	Oxford	Bodleian Library	MS
BodAsh1468III	Bodleian Library: Ashmole 1468, Part III (SC 8177 [7004 sic])	Oxford	Bodleian Library	MS
BodAsh1477	Bodleian Library: Ashmole 1477, Parts II, III (SC 7719)	Oxford	Bodleian Library	MS
BodAsh1478	Bodleian Library: Ashmole 1478, Parts I, II (SC 7642)	Oxford	Bodleian Library	MS
BodAsh1479	Bodleian Library: Ashmole 1479 (SC 7643)	Oxford	Bodleian Library	MS
BodAsh1480	Bodleian Library: Ashmole 1480 (SC 7644)	Oxford	Bodleian Library	MS
BodAsh1481	Bodleian Library: Ashmole 1481 (SC 7722)	Oxford	Bodleian Library	MS
BodAsh1485	Bodleian Library: Ashmole 1485, Part III.ii (SC 7652)	Oxford	Bodleian Library	MS
BodAsh1486	Bodleian Library: Ashmole 1486 (SC 7004)	Oxford	Bodleian Library	MS
BodAsh1486I	Bodleian Library: Ashmole 1486, Part I (SC 7653)	Oxford	Bodleian Library	MS
BodAsh1486III	Bodleian Library: Ashmole 1486, Part III (SC 7009)	Oxford	Bodleian Library	MS
BodAsh1487	Bodleian Library: Ashmole 1487, Part II (SC 7654)	Oxford	Bodleian Library	MS
BodAsh1490	Bodleian Library: Ashmole 1490 (SC 7010)	Oxford	Bodleian Library	MS
BodAsh1491	Bodleian Library: Ashmole 1491 (SC 7656)	Oxford	Bodleian Library	MS
BodAsh1492	Bodleian Library: Ashmole 1492 (SC 7657)	Oxford	Bodleian Library	MS
BodAsh1518	Bodleian Library: Ashmole 1518	Oxford	Bodleian Library	MS
BodAsh1524	Bodleian Library: Ashmole 1524, Part VI (SC 8180)	Oxford	Bodleian Library	MS
BodAsh1835	Bodleian Library: Ashmole 1835	Oxford	Bodleian Library	MS
BodAshRol21	Bodleian Library: Ashmole Rolls 21 (SC 7081)	Oxford	Bodleian Library	MS
BodAshRol40	Bodleian Library: Ashmole Rolls 40 (SC 8447)	Oxford	Bodleian Library	MS
BodAshRol52	Bodleian Library: Ashmole Rolls 52 (SC 7662)	Oxford	Bodleian Library	MS
BodAuct7Q221	Bodleian Library: Auct. 7.Q.2.21 (printed)	Oxford	Bodleian Library	MS
BodAuctF516	Bodleian Library: Auct. F. 5.16 (SC 2581)	Oxford	Bodleian Library	MS
BodBar20	Bodleian Library: Barlow 20 (SC 6420)	Oxford	Bodleian Library	MS
BodBar24	Bodleian Library: Barlow 24 (SC 6470)	Oxford	Bodleian Library	MS
BodBar33	Bodleian Library: Barlow 33 (SC 6488)	Oxford	Bodleian Library	MS
Bod2C	Bodleian Library: Bodley 2C dep. C12930	Oxford	Bodleian Library	MS
Bod9	Bodleian Library: Bodley 9 (SC 1851)	Oxford	Bodleian Library	MS
Bod26	Bodleian Library: Bodley 26 (SC 1871)	Oxford	Bodleian Library	MS
Bod34	Bodleian Library: Bodley 34 (SC 1883)	Oxford	Bodleian Library	MS
Bod42	Bodleian Library: Bodley 42 (SC 1846)	Oxford	Bodleian Library	MS
Bod48	Bodleian Library: Bodley 48 (SC 1885)	Oxford	Bodleian Library	MS
Bod54	Bodleian Library: Bodley 54 (SC 1975)	Oxford	Bodleian Library	MS
Bod57	Bodleian Library: Bodley 57 (SC 2004)	Oxford	Bodleian Library	MS
Bod61	Bodleian Library: Bodley 61 (SC 2023)	Oxford	Bodleian Library	MS
Bod75	Bodleian Library: Bodley 75 (SC 2253)	Oxford	Bodleian Library	MS
Bod77	Bodleian Library: Bodley 77 (SC )	Oxford	Bodleian Library	MS
Bod85	Bodleian Library: Bodley 85 (SC 2289)	Oxford	Bodleian Library	MS
Bod88	Bodleian Library: Bodley 88 (SC 1873) (printed)	Oxford	Bodleian Library	MS
Bod89	Bodleian Library: Bodley 89 (SC 1886)	Oxford	Bodleian Library	MS
Bod99	Bodleian Library: Bodley 99 (SC 1944)	Oxford	Bodleian Library	MS
Bod100	Bodleian Library: Bodley 100 (SC 1947)	Oxford	Bodleian Library	MS
Bod110	Bodleian Library: Bodley 110 (SC 1963)	Oxford	Bodleian Library	MS
Bod120	Bodleian Library: Bodley 120 (SC 27643)	Oxford	Bodleian Library	MS
Bod123	Bodleian Library: Bodley 123 (SC 1986)	Oxford	Bodleian Library	MS
Bod131	Bodleian Library: Bodley 131 (SC 1999)	Oxford	Bodleian Library	MS
Bod175	Bodleian Library: Bodley 175 (SC 27631)	Oxford	Bodleian Library	MS
Bod187	Bodleian Library: Bodley 187 (SC 2090)	Oxford	Bodleian Library	MS
Bod220	Bodleian Library: Bodley 220 (SC 2103)	Oxford	Bodleian Library	MS
Bod221	Bodleian Library: Bodley 221 (SC 27627)	Oxford	Bodleian Library	MS
Bod263	Bodleian Library: Bodley 263 (SC 2440)	Oxford	Bodleian Library	MS
Bod264	Bodleian Library: Bodley 264 (SC 2464)	Oxford	Bodleian Library	MS
Bod294	Bodleian Library: Bodley 294 (SC 2449)	Oxford	Bodleian Library	MS
Bod315	Bodleian Library: Bodley 315 (SC 2712)	Oxford	Bodleian Library	MS
Bod332	Bodleian Library: Bodley 332 (SC 2243)	Oxford	Bodleian Library	MS
Bod343	Bodleian Library: Bodley 343 (SC 2406)	Oxford	Bodleian Library	MS
Bod393	Bodleian Library: Bodley 393 (SC 2224)	Oxford	Bodleian Library	MS
Bod410	Bodleian Library: Bodley 410 (SC 2305)	Oxford	Bodleian Library	MS
Bod414	Bodleian Library: Bodley 414 (SC 27880)	Oxford	Bodleian Library	MS
Bod415	Bodleian Library: Bodley 415 (SC 2313)	Oxford	Bodleian Library	MS
Bod416	Bodleian Library: Bodley 416 (SC 2315)	Oxford	Bodleian Library	MS
Bod423	Bodleian Library: Bodley 423 (SC 2322)	Oxford	Bodleian Library	MS
Bod424	Bodleian Library: Bodley 424 (SC 2324)	Oxford	Bodleian Library	MS
Bod425	Bodleian Library: Bodley 425 (SC 2325)	Oxford	Bodleian Library	MS
Bod446	Bodleian Library: Bodley 446 (SC 2685)	Oxford	Bodleian Library	MS
Bod457	Bodleian Library: Bodley 457 (SC 2413)	Oxford	Bodleian Library	MS
Bod480	Bodleian Library: Bodley 480 (SC 2020)	Oxford	Bodleian Library	MS
Bod534	Bodleian Library: Bodley 534 (SC 2252)	Oxford	Bodleian Library	MS
Bod546	Bodleian Library: Bodley 546 (SC 2285)	Oxford	Bodleian Library	MS
Bod549	Bodleian Library: Bodley 549 (SC 2298)	Oxford	Bodleian Library	MS
Bod565	Bodleian Library: Bodley 565 (SC 2351)	Oxford	Bodleian Library	MS
Bod596	Bodleian Library: Bodley 596 (SC 2376)	Oxford	Bodleian Library	MS
Bod608	Bodleian Library: Bodley 608 (SC 2059)	Oxford	Bodleian Library	MS
Bod622	Bodleian Library: Bodley 622 (SC 2156)	Oxford	Bodleian Library	MS
Bod623	Bodleian Library: Bodley 623 (SC 2157)	Oxford	Bodleian Library	MS
Bod638	Bodleian Library: Bodley 638 (SC 2078)	Oxford	Bodleian Library	MS
Bod648	Bodleian Library: Bodley 648 (SC 2291)	Oxford	Bodleian Library	MS
Bod649	Bodleian Library: Bodley 649 (SC 2293)	Oxford	Bodleian Library	MS
Bod652	Bodleian Library: Bodley 652 (SC 2306)	Oxford	Bodleian Library	MS
Bod678	Bodleian Library: Bodley 678 (SC 2501)	Oxford	Bodleian Library	MS
Bod686	Bodleian Library: Bodley 686 (SC 2527)	Oxford	Bodleian Library	MS
Bod687	Bodleian Library: Bodley 687 (SC 2501)	Oxford	Bodleian Library	MS
Bod692	Bodleian Library: Bodley 692 (SC 2508)	Oxford	Bodleian Library	MS
Bod693	Bodleian Library: Bodley 693 (SC 2875)	Oxford	Bodleian Library	MS
Bod758	Bodleian Library: Bodley 758 (SC 2670)	Oxford	Bodleian Library	MS
Bod770	Bodleian Library: Bodley 770 (SC 2552)	Oxford	Bodleian Library	MS
Bod776	Bodleian Library: Bodley 776 (SC 2559)	Oxford	Bodleian Library	MS
Bod779	Bodleian Library: Bodley 779 (SC 2567)	Oxford	Bodleian Library	MS
Bod789	Bodleian Library: Bodley 789 (SC 2643)	Oxford	Bodleian Library	MS
Bod791	Bodleian Library: Bodley 791 (SC 2639)	Oxford	Bodleian Library	MS
Bod797	Bodleian Library: Bodley 797 (SC 2649)	Oxford	Bodleian Library	MS
Bod814	Bodleian Library: Bodley 814 (SC 2683)	Oxford	Bodleian Library	MS
Bod828	Bodleian Library: Bodley 828 (SC 2695)	Oxford	Bodleian Library	MS
Bod832	Bodleian Library: Bodley 832 (SC 2538)	Oxford	Bodleian Library	MS
Bod840	Bodleian Library: Bodley 840 (SC 27654)	Oxford	Bodleian Library	MS
Bod841	Bodleian Library: Bodley 841 (SC 2714)	Oxford	Bodleian Library	MS
Bod850	Bodleian Library: Bodley 850 (SC 2604)	Oxford	Bodleian Library	MS
Bod851	Bodleian Library: Bodley 851 (SC 3041)	Oxford	Bodleian Library	MS
Bod857	Bodleian Library: Bodley 857 (SC ????)	Oxford	Bodleian Library	MS
Bod859	Bodleian Library: Bodley 859 (SC 2722)	Oxford	Bodleian Library	MS
Bod902	Bodleian Library: Bodley 902 (SC 27573)	Oxford	Bodleian Library	MS
Bod912	Bodleian Library: Bodley 912 (SC 30437)	Oxford	Bodleian Library	MS
Bod921	Bodleian Library: Bodley 921 (SC 3027)	Oxford	Bodleian Library	MS
Bod939	Bodleian Library: Bodley 939 (SC 27691)	Oxford	Bodleian Library	MS
BodRo1	Bodleian Library: Bodley Rolls 1 (SC 2974)	Oxford	Bodleian Library	MS
BodRo16	Bodleian Library: Bodley Rolls 16 (SC 2975)	Oxford	Bodleian Library	MS
BodRo22	Bodleian Library: Bodley Rolls 22 (SC 30445)	Oxford	Bodleian Library	MS
BodCorne2	Bodleian Library: Corn e.2 (SC 28556)	Oxford	Bodleian Library	MS
BodCorne3	Bodleian Library: Corn. e.3 (SC 28557)	Oxford	Bodleian Library	MS
BodDepc130	Bodleian Library: Dep. c.130 [facsimile of Lyme Hall]	Oxford	Bodleian Library	MS
BodDepd324	Bodleian Library: Dep. d.324	Oxford	Bodleian Library	MS
BodDig2	Bodleian Library: Digby 2 (SC 1603)	Oxford	Bodleian Library	MS
BodDig4	Bodleian Library: Digby 4 (SC 1605)	Oxford	Bodleian Library	MS
BodDig14	Bodleian Library: Digby 14 (SC 1615)	Oxford	Bodleian Library	MS
BodDig18	Bodleian Library: Digby 18 (SC 1619)	Oxford	Bodleian Library	MS
BodDig20	Bodleian Library: Digby 20 (SC 1621)	Oxford	Bodleian Library	MS
BodDig41	Bodleian Library: Digby 41 (SC 1642)	Oxford	Bodleian Library	MS
BodDig45	Bodleian Library: Digby 45 (SC 1646)	Oxford	Bodleian Library	MS
BodDig53	Bodleian Library: Digby 53 (SC 1654)	Oxford	Bodleian Library	MS
BodDig55	Bodleian Library: Digby 55 (SC 1656)	Oxford	Bodleian Library	MS
BodDig75	Bodleian Library: Digby 75 (SC 1676)	Oxford	Bodleian Library	MS
BodDig86	Bodleian Library: Digby 86 (SC 1687)	Oxford	Bodleian Library	MS
BodDig87	Bodleian Library: Digby 87 (SC 1688)	Oxford	Bodleian Library	MS
BodDig88	Bodleian Library: Digby 88 (SC 1689)	Oxford	Bodleian Library	MS
BodDig95	Bodleian Library: Digby 95 (SC 1696)	Oxford	Bodleian Library	MS
BodDig99	Bodleian Library: Digby 99 (SC 1700)	Oxford	Bodleian Library	MS
BodDig102	Bodleian Library: Digby 102 (SC 1703)	Oxford	Bodleian Library	MS
BodDig133	Bodleian Library: Digby 133 (SC 1734)	Oxford	Bodleian Library	MS
BodDig145	Bodleian Library: Digby 145 (SC 1746)	Oxford	Bodleian Library	MS
BodDig147	Bodleian Library: Digby 147 (SC 1748)	Oxford	Bodleian Library	MS
BodDig168	Bodleian Library: Digby 168 (SC 1769)	Oxford	Bodleian Library	MS
BodDig170	Bodleian Library: Digby 170 (SC 1771)	Oxford	Bodleian Library	MS
BodDig171	Bodleian Library: Digby 171 (SC 1772)	Oxford	Bodleian Library	MS
BodDig172	Bodleian Library: Digby 172 (SC 1773)	Oxford	Bodleian Library	MS
BodDig181	Bodleian Library: Digby 181 (SC 1782)	Oxford	Bodleian Library	MS
BodDig185	Bodleian Library: Digby 185 (SC 1786)	Oxford	Bodleian Library	MS
BodDig186	Bodleian Library: Digby 186 (SC 1787)	Oxford	Bodleian Library	MS
BodDig196	Bodleian Library: Digby 196 (SC 1797)	Oxford	Bodleian Library	MS
BodDig205	Bodleian Library: Digby 205 (SC 1806)	Oxford	Bodleian Library	MS
BodDig230	Bodleian Library: Digby 230 (SC 1831)	Oxford	Bodleian Library	MS
BodDig232	Bodleian Library: Digby 232 (SC 1833)	Oxford	Bodleian Library	MS
BodDod10	Bodleian Library: Dodsworth 10 (SC 4152)	Oxford	Bodleian Library	MS
BodDod50	Bodleian Library: Dodsworth 50 (SC 4192)	Oxford	Bodleian Library	MS
BodDod55	Bodleian Library: Dodsworth 55 (SC 4197)	Oxford	Bodleian Library	MS
BodDod95	Bodleian Library: Dodsworth 95 (SC 5036)	Oxford	Bodleian Library	MS
BodDod116	Bodleian Library: Dodsworth 116 (SC 5057)	Oxford	Bodleian Library	MS
BodDod147	Bodleian Library: Dodsworth 147 (SC 5088)	Oxford	Bodleian Library	MS
BodDod160	Bodleian Library: Dodsworth 160 (SC 5101)	Oxford	Bodleian Library	MS
BodDonC13	Bodleian Library: Don. C.13	Oxford	Bodleian Library	MS
BodDonE120	Bodleian Library: Don. e.120 [olim Littledale, olim Pudsey]	Oxford	Bodleian Library	MS
