"source","relation","target","source_id","source_tags","target_id","target_tags"
"Evans","Next in chain","Frederick 
                 Perkins","0f6e3e53-0fd5-4c93-9068-605f24a593eb","","cd61bd6d-4ced-4874-9cd9-6dd171bdceaa",""
"Bridgewater","Sold to","Huntington","f160789f-13e5-4b59-b283-7ce91079c14c","","b74a834d-d800-42ba-b844-bf593dfffae2",""
"Colin Campbell","Sold to","Hagen","a0f9a3be-c17b-4fa8-9602-bcbf3b070497","","f1d485ab-8acf-4352-a270-28c2ba15984b",""
"Hoe","Sold to","Hagen","3f38e4a4-dbb3-4a57-b9ec-6d7d83c695d6","","d24080c0-fd64-477a-a150-4c3ebe3c3d1a",""
"1914","Next in chain","Henkels’s Shakespeare sale","6342d988-ea4f-48cd-af90-48658c87ec01","AuctionYear","33a69837-6b82-4926-81e5-0bf0bdae7254",""
"Halliwell-Phillipps","Next in chain","Sotheby’","d339fe28-29c0-44bf-8e72-9a10b678aafa","","61ca5804-83b9-4ab2-9bba-74e1d1be7eaf",""
"M.J.Perry","Sold to","Hagen","31f5751d-6c32-4197-aa22-ca11fe07cc37","","48e036ed-d5d1-4942-83a7-34fa7a497b86",""
"Charles Campbell","Sold to","M.J.Perry","1e73e758-020e-4c95-8193-99221b1edd86","","31f5751d-6c32-4197-aa22-ca11fe07cc37",""
"Huth","Sold to","Jones","211d97de-be92-48d7-a287-845dd852371a","","f2536727-7b99-425f-80f7-fed2fc5b8b36",""
"Sotheby’","Next in chain","1914","61ca5804-83b9-4ab2-9bba-74e1d1be7eaf","","6342d988-ea4f-48cd-af90-48658c87ec01","AuctionYear"
"H.J.B.Swete","Sold to","Hagen","31b34d3d-00af-4315-8559-0f8bc812bf4c","","73c3d113-8194-4151-a553-759de584058c",""
"Devonshire","Sold to","Huntington","d5b40726-d3da-4bb9-887f-8eb2c0eb244c","","3e839017-f761-4b5d-980d-83d6c4cdf0db",""
"Jones","Sold to","Clawson","834427a0-76b6-40e3-87a0-11e0728ea024","","83b64487-c1c5-4392-90c5-560438456d4c",""
"Huntington","Sold to","Jones","b74a834d-d800-42ba-b844-bf593dfffae2","","834427a0-76b6-40e3-87a0-11e0728ea024",""
"Sotheby’s","Next in chain","Hagen","663f0719-adfa-4fb4-8628-f5f2b85e2b62","","df6348b0-00a0-45b3-a62a-7f7c9a279c50",""
"Frederick 
                 Perkins","Sold to","Britwell","cd61bd6d-4ced-4874-9cd9-6dd171bdceaa","","d74240a7-8a78-4dde-ba58-678310ad8dd5",""
"Thomas  Barret of Lee","Sold to","Colin Campbell","5d1bc46a-c440-4f7a-a497-f783981d8436","","a0f9a3be-c17b-4fa8-9602-bcbf3b070497",""
