"source","relation","target","source_id","source_tags","target_id","target_tags"
"Huntington","Sold to","Clawson","b52123d8-e51f-4964-93fe-be1fb81df284","","c0fb967a-63bf-4e96-b51b-97bc1b758fb6",""
"Mostyn","Sold to","Clawson","fdbfa28f-3f22-4cda-84ef-f0fc8545e81d","","821e434b-64fe-46b1-bda0-e7e46bf9bf28",""
"Huntington","Sold to","Clawson","5837e582-8950-4eec-8cad-999246d05586","","e656d915-413c-4a70-ab6e-9472fd3250af",""
"Mostyn","Sold to","Clawson","b4fede35-1842-4b48-9160-f5ea73a97788","","04fdf766-57f5-4288-a45b-999a5df6a30e",""
"Mostyn","Sold to","Clawson","0667ac75-5d57-4bf5-86f5-cdceb4f552f4","","dcb34158-91af-4541-9d63-b19caca15319",""
"Hunting- 

ton","Sold to","Clawson","b35eeea6-c061-4389-8449-8f3819678268","","add59cb3-20f4-4483-9e9a-9931b04ff66e",""
"Halsey","Sold to","Huntington","623afa1c-d1e0-4c5e-a80d-20832281b884","","5837e582-8950-4eec-8cad-999246d05586",""
"Bridgewater","Sold to","Huntington","10ae6eff-de10-46b2-b701-88124a6e6036","","b52123d8-e51f-4964-93fe-be1fb81df284",""
"Dent","Sold to","Britwell","bb357308-c296-4394-9ed5-4b8ecc04a180","","348397ce-f707-49cc-a070-ab04c822a383",""
"Hoe","Sold to","Hagen","bb8a22b9-023a-4a0a-8fcc-78374a6968e8","","207fef86-67bc-4572-9c4e-e495321bf56e",""
"Kemble","Sold to","Devonshire","eea63f26-57e7-4a19-b9c3-547222425a2d","","8eaaa978-e37b-4dea-9b42-0dcb056fd1e4",""
"Wright","Sold to","Kemble","a9f4276b-466d-4ae6-b203-d588dc16ceea","","f60dbbdb-542a-40ab-8bdd-c1a4e65c172a",""
"Jones","Sold to","Clawson","86b30c53-179d-447f-bdca-cd6aef068555","","3b4f7175-7a8d-4cb2-86d9-f7fe7f12ad78",""
"Mostyn","Sold to","Clawson","1f92edb3-069a-4a76-a801-26392402c7a0","","2008ac8f-b3cb-4fb0-b2ce-491ed93af8a5",""
"Hoe","Sold to","Hunting- 

ton","4c5a3c3e-36c0-43f0-9ec5-e4940f8d010f","","b35eeea6-c061-4389-8449-8f3819678268",""
"Devonshire","Sold to","Huntington","8eaaa978-e37b-4dea-9b42-0dcb056fd1e4","","26ef82d3-466f-49b8-86e7-e30df61939fa",""
"Wright","Sold to","Kemble","0969081f-0fa2-40ff-bb26-031d9b65628e","","eea63f26-57e7-4a19-b9c3-547222425a2d",""
"Mostyn","Sold to","Clawson","34b84ff5-33f8-467f-a122-a9619ef31a37","","9cc8ba38-2236-480d-8b23-2a8e0a6cc92c",""
"Devon- 
shire","Sold to","Huntington","6e1e5922-400d-46e4-b89b-380b9f8fd518","","2ed8e176-0715-44ed-8f6b-96b71ab4c158",""
"Kemble","Sold to","Devon- 
shire","f60dbbdb-542a-40ab-8bdd-c1a4e65c172a","","6e1e5922-400d-46e4-b89b-380b9f8fd518",""
"Bridgewater","Sold to","Huntington","deb006bc-e973-4af1-bc6c-65b69333c2bb","","c68d6e0e-ca5b-4eb3-87cf-34db64b78be0",""
"Huntington","Sold to","Clawson","c68d6e0e-ca5b-4eb3-87cf-34db64b78be0","","d8627d8b-4bfb-4c33-baff-7fba8f05b0dc",""
