"source","relation","target","source_id","source_tags","target_id","target_tags"
"The Heber","Sold to","Corser","d40d16fd-75c1-4d3c-b6aa-6554a8883cb6","","fb99973e-ca5b-49d1-b0f8-3a5087625cb1",""
"Hagen","Sold to","Clawson","0ecfd507-ff06-446b-baec-20133e58fb13","","ad6a01c2-4433-4663-bd9e-5aedd316b586",""
"Lefferts","Sold to","Hagen","c4972e59-a337-4fa9-bf7a-4138528500d6","","d8b78224-6f9f-437b-9790-0656a4553319",""
"Sotheby’s","Sold to","The Hagen","dcb40aa4-73d5-494d-ad63-548a6d440ec0","","a5c8dc30-9261-47d3-b6d8-fa9393c5e2e5",""
"R.H. Turner","Sold to","Lefferts","c1cf6466-bd06-4eca-822a-a72c5f6c7516","","d941ca11-d9e2-4a6f-9cce-922e08164db5",""
"Hoe","Sold to","Jones","4484e007-ea4f-4b3c-8e5d-4c2d5115b4c2","","69b8e1c9-5975-433c-b5a4-a2e273e28f0d",""
"Ashburnham","Probably sold to","The Lefferts","a0e60a4d-fc6c-4219-9a3e-81788f7242d7","","16443b65-05d6-4687-ae23-f1862a7e85a8",""
"The Lefferts","Sold to","Hagen","16443b65-05d6-4687-ae23-f1862a7e85a8","","cd56ccf8-8b6c-43ea-b48b-3331fadb28ae",""
"The Hoe","SOld to","Hunting- 
ton","1fd36ca2-ba19-4d78-b16d-2872eff67a1a","","b831ad9a-7008-4f56-92f3-da1e1d21968b",""
"Lefferts","Sold to","Hagen","d941ca11-d9e2-4a6f-9cce-922e08164db5","","0ecfd507-ff06-446b-baec-20133e58fb13",""
"Cornelius Paine","Sold to","Lefferts","88abe843-a59f-47b4-85c6-ffea28f95120","","c4972e59-a337-4fa9-bf7a-4138528500d6",""
"The Herbert","Sold to","Cornelius Paine","25b75b55-1a1b-43a4-be4a-1adbc7d14945","","88abe843-a59f-47b4-85c6-ffea28f95120",""
"The Osterley Park","Sold to","Hoe","a56b05dc-4700-460e-8a5d-6ba12f563200","","4484e007-ea4f-4b3c-8e5d-4c2d5115b4c2",""
"The Joseph Hunter","Sold to","B.H.Bright","da5da852-b0a5-4cf1-b73d-cf3149a3bac4","","c4a497ad-d750-482e-a84f-ffb236b4df1b",""
"Corser","Sold to","R.H. Turner","fb99973e-ca5b-49d1-b0f8-3a5087625cb1","","c1cf6466-bd06-4eca-822a-a72c5f6c7516",""
"Hunting- 
ton","Sold to","Clawson","b831ad9a-7008-4f56-92f3-da1e1d21968b","","7efb43ab-1fdf-45c4-b993-dbb510cbcccd",""
