"source","relation","target","source_id","source_tags","target_id","target_tags"
"William Upcott","Next in chain","John Dillon","dbd53c4b-f1df-4d14-8c2b-ef506611424c","","38d7747d-57d4-4bd3-85b9-b055245fe2df",""
"Lady  Evelyn","Next in chain","William Upcott","45341c19-0cb3-448b-993d-42cb93391c94","","dbd53c4b-f1df-4d14-8c2b-ef506611424c",""
"John Dillon","Sold to","Alfred Morrison","38d7747d-57d4-4bd3-85b9-b055245fe2df","","bb10cbca-73a7-454c-ba5b-67248959196c",""
