"source","relation","target","source_id","source_tags","target_id","target_tags"
"Bridgewater","Sold to","Huntington","1d929458-8ddd-41c0-95a7-2345e90b67f7","","181ecb9d-1c24-45e6-a127-763420fdb793",""
"Holgate","Sold to","Kershaw","0fe859a7-0a55-43f5-a5d7-eb9b7d13d146","","23c89f13-5ebb-40fa-9579-f7d46ff40b27",""
"Inglis","Sold to","Holgate","8f1887fc-76d9-41b3-8340-2d2c961645d9","","0fe859a7-0a55-43f5-a5d7-eb9b7d13d146",""
"Locker","Sold to","W.A. White","15b5005e-ddc6-4dfb-b9dc-a06127c33c40","","ca2b5fe6-4ba8-4693-8ed6-876d555a73ea",""
"John Burleigh James","Sold to","Locker","4db7b441-14ce-4a8e-932a-01c9f2f8d2d0","","15b5005e-ddc6-4dfb-b9dc-a06127c33c40",""
"Rowfant","Sold to","W.A.White","6fbe6cd3-908b-4ef9-821a-c4a91615d525","","b897b984-dbf8-48f6-8d06-2dc796ac87ac",""
"Huth","Sold to","Jones","daa94df7-3a08-489a-98b5-a2b95c9aef53","","2c01a52c-345b-4df8-874f-ef771832e4d3",""
"Halsey","Sold to","Huntington","a67fa573-eb26-4f31-b12c-7473f7e4e320","","b9df8628-3950-4ed2-8b1b-f8a845bf004e",""
"Bridgewater","Sold to","Sotheby’s","47229451-f5da-484c-b867-b2a72ad35c02","","38f3e7d1-712c-468e-b096-e92592520d17",""
"Hibbert","Sold to","Britwell","62c78cad-a2bb-464e-a153-0e5b9dcc8f78","","c940db17-a9fe-40f1-8657-a0b52036604c",""
"Farmer","Sold to","Hibbert","755ac5f1-c913-425c-8c34-c13f50ccbcb2","","62c78cad-a2bb-464e-a153-0e5b9dcc8f78",""
"Sotheby’s","Sold to","W.A. White","38f3e7d1-712c-468e-b096-e92592520d17","","8ac19574-9533-4e1d-ad5e-5f530a057529",""
"H. Barrett Lennard","Sold to","W.A. White","69098dd0-33d1-4e21-b9dc-84acc8704c23","","079870fe-f8a9-44c9-b7e0-69e99f8adf8a",""
"Kershaw","Sold to","Huth","23c89f13-5ebb-40fa-9579-f7d46ff40b27","","daa94df7-3a08-489a-98b5-a2b95c9aef53",""
