"source","relation","target","source_id","source_tags","target_id","target_tags"
"Midgeley","Sold to","Chalmers","9c162c41-4a91-4a4a-9620-eeaa990916a0","","e7797a78-3f61-46c6-a3e2-f198304506eb",""
"Park","Sold to","Midgeley","7d21cc4b-6161-403f-a5c3-d042b3af53d5","","9c162c41-4a91-4a4a-9620-eeaa990916a0",""
"Nassau","Sold to","Heber","6778498c-171c-446b-a26a-adcb00d6527d","","55706f7d-8796-4766-b45e-954faf649d70",""
"Heber","Sold to","Britwell","a7bff081-f3b6-48eb-965a-1615a548f79a","","63a6f91e-fab1-4515-807b-1c56c77ffa77",""
"Hoe","Sold to","Hagen","e5a27c32-0592-4c1b-b2ae-7684cd2f86e3","","6bd00a0c-d56c-4620-94de-b1593b7331c6",""
"Heber","Sold to","Britwell","d8112b1b-c4f3-4f76-8a17-d98fbf90abcd","","c4a617c4-e56c-4050-83e2-f16a25fc59c0",""
"Mostyn","Sold to","Clawson","1904594a-b639-4056-83d4-cb5c95e76dba","","5ec3155c-4af3-4fa7-b1e1-85a40146b86d",""
"Heber","Sold to","Britwell","55706f7d-8796-4766-b45e-954faf649d70","","7587fc0c-8724-4b72-b179-3cc9b97f15f6",""
"Roxburghe","Sold to","Sykes","bb22c2fb-8185-45a2-933c-9dcde2b3dc87","","493553bc-98de-4b8e-9dce-d83ba8a6df56",""
"Chalmers","Sold to","Britwell","e7797a78-3f61-46c6-a3e2-f198304506eb","","b688a719-d300-4285-b8a2-686d5a096121",""
"Heber","Next in chain","Britwell","9275795d-0264-417a-beff-d33e5fac792d","","c7eab750-06a6-4a9a-a68f-834ecb821000",""
"Farmer","Given to","Reed","3a396fb8-e074-472c-9b98-e5bd7c58f2ef","","9e8abd83-4872-4e41-be22-428609f51ff0",""
"Sykes","Sold to","Heber","493553bc-98de-4b8e-9dce-d83ba8a6df56","","a7bff081-f3b6-48eb-965a-1615a548f79a",""
"Reed","Sold to","Heber","9e8abd83-4872-4e41-be22-428609f51ff0","","d8112b1b-c4f3-4f76-8a17-d98fbf90abcd",""
